"index","eco","group","subgroup","variant","pgn","san","fen","mv","board"
"41","A02","Flank openings","Bird","From gambit","1. f4 e5","e5","rnbqkbnr/pppppppp/8/8/5P2/8/PPPPP1PP/RNBQKBNR b KQkq - 0 1","1.  ... e5","tl -- -- -- -- -- -- -- -- tr 
8| rw nb bw qb kw bb nw rb || 
7| pb pw pb pw -b pw pb pw || 
6| -w -b -w -b -w -b -w -b || 
5| -b -w -b -w pb -w -b -w || 
4| -w -b -w -b -w Pb -w -b || 
3| -b -w -b -w -b -w -b -w || 
2| Pw Pb Pw Pb Pw -b Pw Pb || 
1| Rb Nw Bb Qw Kb Bw Nb Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"42","A02","Flank openings","Bird","From gambit, Lasker Variation ","1. f4 e5 2. fxe5 d6 3. exd6 Bxd6 4. Nf3 g5","g5","rnbqk1nr/ppp2ppp/3b4/8/8/5N2/PPPPP1PP/RNBQKB1R b KQkq - 1 4","4.  ... g5","tl -- -- -- -- -- -- -- -- tr 
8| rw nb bw qb kw -b nw rb || 
7| pb pw pb -w -b pw -b pw || 
6| -w -b -w bb -w -b -w -b || 
5| -b -w -b -w -b -w pb -w || 
4| -w -b -w -b -w -b -w -b || 
3| -b -w -b -w -b Nw -b -w || 
2| Pw Pb Pw Pb Pw -b Pw Pb || 
1| Rb Nw Bb Qw Kb Bw -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"43","A02","Flank openings","Bird","From gambit, Lipke Variation ","1. f4 e5 2. fxe5 d6 3. exd6 Bxd6 4. Nf3 Nh6 5. d4","d4","rnbqk2r/ppp2ppp/3b3n/8/8/5N2/PPPPP1PP/RNBQKB1R w KQkq - 2 5","5. d4 ... ","tl -- -- -- -- -- -- -- -- tr 
8| rw nb bw qb kw -b -w rb || 
7| pb pw pb -w -b pw pb pw || 
6| -w -b -w bb -w -b -w nb || 
5| -b -w -b -w -b -w -b -w || 
4| -w -b -w Pb -w -b -w -b || 
3| -b -w -b -w -b Nw -b -w || 
2| Pw Pb Pw -b Pw -b Pw Pb || 
1| Rb Nw Bb Qw Kb Bw -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"44","A02","Flank openings","Bird's Opening, Swiss gambit","?","1. f4 f5 2. e4 fxe4 3. Nc3 Nf6 4. g4","g4","rnbqkb1r/ppppp1pp/5n2/8/4pP2/2N5/PPPP2PP/R1BQKBNR w KQkq - 2 4","4. g4 ... ","tl -- -- -- -- -- -- -- -- tr 
8| rw nb bw qb kw bb -w rb || 
7| pb pw pb pw pb -w pb pw || 
6| -w -b -w -b -w nb -w -b || 
5| -b -w -b -w -b -w -b -w || 
4| -w -b -w -b pw Pb Pw -b || 
3| -b -w Nb -w -b -w -b -w || 
2| Pw Pb Pw Pb -w -b -w Pb || 
1| Rb -w Bb Qw Kb Bw Nb Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"45","A02","Flank openings","Bird","Hobbs gambit","1. f4 g5","g5","rnbqkbnr/pppppppp/8/8/5P2/8/PPPPP1PP/RNBQKBNR b KQkq - 0 1","1.  ... g5","tl -- -- -- -- -- -- -- -- tr 
8| rw nb bw qb kw bb nw rb || 
7| pb pw pb pw pb pw -b pw || 
6| -w -b -w -b -w -b -w -b || 
5| -b -w -b -w -b -w pb -w || 
4| -w -b -w -b -w Pb -w -b || 
3| -b -w -b -w -b -w -b -w || 
2| Pw Pb Pw Pb Pw -b Pw Pb || 
1| Rb Nw Bb Qw Kb Bw Nb Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"46","A03","Flank openings","Bird's Opening","?","1. f4 d5","d5","rnbqkbnr/pppppppp/8/8/5P2/8/PPPPP1PP/RNBQKBNR b KQkq - 0 1","1.  ... d5","tl -- -- -- -- -- -- -- -- tr 
8| rw nb bw qb kw bb nw rb || 
7| pb pw pb -w pb pw pb pw || 
6| -w -b -w -b -w -b -w -b || 
5| -b -w -b pw -b -w -b -w || 
4| -w -b -w -b -w Pb -w -b || 
3| -b -w -b -w -b -w -b -w || 
2| Pw Pb Pw Pb Pw -b Pw Pb || 
1| Rb Nw Bb Qw Kb Bw Nb Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"47","A03","Flank openings","Mujannah Opening","?","1. f4 d5 2. c4","c4","rnbqkbnr/ppp1pppp/8/3p4/5P2/8/PPPPP1PP/RNBQKBNR w KQkq - 0 2","2. c4 ... ","tl -- -- -- -- -- -- -- -- tr 
8| rw nb bw qb kw bb nw rb || 
7| pb pw pb -w pb pw pb pw || 
6| -w -b -w -b -w -b -w -b || 
5| -b -w -b pw -b -w -b -w || 
4| -w -b Pw -b -w Pb -w -b || 
3| -b -w -b -w -b -w -b -w || 
2| Pw Pb -w Pb Pw -b Pw Pb || 
1| Rb Nw Bb Qw Kb Bw Nb Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"48","A03","Flank openings","Bird's Opening","Williams gambit","1. f4 d5 2. e4","e4","rnbqkbnr/ppp1pppp/8/3p4/5P2/8/PPPPP1PP/RNBQKBNR w KQkq - 0 2","2. e4 ... ","tl -- -- -- -- -- -- -- -- tr 
8| rw nb bw qb kw bb nw rb || 
7| pb pw pb -w pb pw pb pw || 
6| -w -b -w -b -w -b -w -b || 
5| -b -w -b pw -b -w -b -w || 
4| -w -b -w -b Pw Pb -w -b || 
3| -b -w -b -w -b -w -b -w || 
2| Pw Pb Pw Pb -w -b Pw Pb || 
1| Rb Nw Bb Qw Kb Bw Nb Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"49","A03","Flank openings","Bird's Opening","Lasker Variation ","1. f4 d5 2. Nf3 Nf6 3. e3 c5","c5","rnbqkb1r/ppp1pppp/5n2/3p4/5P2/4PN2/PPPP2PP/RNBQKB1R b KQkq - 0 3","3.  ... c5","tl -- -- -- -- -- -- -- -- tr 
8| rw nb bw qb kw bb -w rb || 
7| pb pw -b -w pb pw pb pw || 
6| -w -b -w -b -w nb -w -b || 
5| -b -w pb pw -b -w -b -w || 
4| -w -b -w -b -w Pb -w -b || 
3| -b -w -b -w Pb Nw -b -w || 
2| Pw Pb Pw Pb -w -b Pw Pb || 
1| Rb Nw Bb Qw Kb Bw -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"50","A04","Flank openings","Reti Opening","?","1. Nf3","Nf3","rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1","1. Nf3 ... ","tl -- -- -- -- -- -- -- -- tr 
8| rw nb bw qb kw bb nw rb || 
7| pb pw pb pw pb pw pb pw || 
6| -w -b -w -b -w -b -w -b || 
5| -b -w -b -w -b -w -b -w || 
4| -w -b -w -b -w -b -w -b || 
3| -b -w -b -w -b Nw -b -w || 
2| Pw Pb Pw Pb Pw Pb Pw Pb || 
1| Rb Nw Bb Qw Kb Bw -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"51","A04","Flank openings","Reti v Dutch","?","1. Nf3 f5","f5","rnbqkbnr/pppppppp/8/8/8/5N2/PPPPPPPP/RNBQKB1R b KQkq - 1 1","1.  ... f5","tl -- -- -- -- -- -- -- -- tr 
8| rw nb bw qb kw bb nw rb || 
7| pb pw pb pw pb -w pb pw || 
6| -w -b -w -b -w -b -w -b || 
5| -b -w -b -w -b pw -b -w || 
4| -w -b -w -b -w -b -w -b || 
3| -b -w -b -w -b Nw -b -w || 
2| Pw Pb Pw Pb Pw Pb Pw Pb || 
1| Rb Nw Bb Qw Kb Bw -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"52","A04","Flank openings","Reti","Pirc-Lisitsin gambit","1. Nf3 f5 2. e4","e4","rnbqkbnr/ppppp1pp/8/5p2/8/5N2/PPPPPPPP/RNBQKB1R w KQkq - 0 2","2. e4 ... ","tl -- -- -- -- -- -- -- -- tr 
8| rw nb bw qb kw bb nw rb || 
7| pb pw pb pw pb -w pb pw || 
6| -w -b -w -b -w -b -w -b || 
5| -b -w -b -w -b pw -b -w || 
4| -w -b -w -b Pw -b -w -b || 
3| -b -w -b -w -b Nw -b -w || 
2| Pw Pb Pw Pb -w Pb Pw Pb || 
1| Rb Nw Bb Qw Kb Bw -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"53","A04","Flank openings","Reti","Lisitsin gambit deferred","1. Nf3 f5 2. d3 Nf6 3. e4","e4","rnbqkb1r/ppppp1pp/5n2/5p2/8/3P1N2/PPP1PPPP/RNBQKB1R w KQkq - 1 3","3. e4 ... ","tl -- -- -- -- -- -- -- -- tr 
8| rw nb bw qb kw bb -w rb || 
7| pb pw pb pw pb -w pb pw || 
6| -w -b -w -b -w nb -w -b || 
5| -b -w -b -w -b pw -b -w || 
4| -w -b -w -b Pw -b -w -b || 
3| -b -w -b Pw -b Nw -b -w || 
2| Pw Pb Pw -b -w Pb Pw Pb || 
1| Rb Nw Bb Qw Kb Bw -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"54","A04","Flank openings","Reti Opening","?","1. Nf3 d6","d6","rnbqkbnr/pppppppp/8/8/8/5N2/PPPPPPPP/RNBQKB1R b KQkq - 1 1","1.  ... d6","tl -- -- -- -- -- -- -- -- tr 
8| rw nb bw qb kw bb nw rb || 
7| pb pw pb -w pb pw pb pw || 
6| -w -b -w pb -w -b -w -b || 
5| -b -w -b -w -b -w -b -w || 
4| -w -b -w -b -w -b -w -b || 
3| -b -w -b -w -b Nw -b -w || 
2| Pw Pb Pw Pb Pw Pb Pw Pb || 
1| Rb Nw Bb Qw Kb Bw -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"55","A04","Flank openings","Reti","Wade defense","1. Nf3 d6 2. e4 Bg4","Bg4","rnbqkbnr/ppp1pppp/3p4/8/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 0 2","2.  ... Bg4","tl -- -- -- -- -- -- -- -- tr 
8| rw nb -w qb kw bb nw rb || 
7| pb pw pb -w pb pw pb pw || 
6| -w -b -w pb -w -b -w -b || 
5| -b -w -b -w -b -w -b -w || 
4| -w -b -w -b Pw -b bw -b || 
3| -b -w -b -w -b Nw -b -w || 
2| Pw Pb Pw Pb -w Pb Pw Pb || 
1| Rb Nw Bb Qw Kb Bw -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"56","A04","Flank openings","Reti","Herrstroem gambit","1. Nf3 g5","g5","rnbqkbnr/pppppppp/8/8/8/5N2/PPPPPPPP/RNBQKB1R b KQkq - 1 1","1.  ... g5","tl -- -- -- -- -- -- -- -- tr 
8| rw nb bw qb kw bb nw rb || 
7| pb pw pb pw pb pw -b pw || 
6| -w -b -w -b -w -b -w -b || 
5| -b -w -b -w -b -w pb -w || 
4| -w -b -w -b -w -b -w -b || 
3| -b -w -b -w -b Nw -b -w || 
2| Pw Pb Pw Pb Pw Pb Pw Pb || 
1| Rb Nw Bb Qw Kb Bw -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"57","A05","Flank openings","Reti Opening","?","1. Nf3 Nf6","Nf6","rnbqkbnr/pppppppp/8/8/8/5N2/PPPPPPPP/RNBQKB1R b KQkq - 1 1","1.  ... Nf6","tl -- -- -- -- -- -- -- -- tr 
8| rw nb bw qb kw bb -w rb || 
7| pb pw pb pw pb pw pb pw || 
6| -w -b -w -b -w nb -w -b || 
5| -b -w -b -w -b -w -b -w || 
4| -w -b -w -b -w -b -w -b || 
3| -b -w -b -w -b Nw -b -w || 
2| Pw Pb Pw Pb Pw Pb Pw Pb || 
1| Rb Nw Bb Qw Kb Bw -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"58","A05","Flank openings","Reti","King's Indian attack, Spassky's Variation ","1. Nf3 Nf6 2. g3 b5","b5","rnbqkb1r/pppppppp/5n2/8/8/5NP1/PPPPPP1P/RNBQKB1R b KQkq - 0 2","2.  ... b5","tl -- -- -- -- -- -- -- -- tr 
8| rw nb bw qb kw bb -w rb || 
7| pb -w pb pw pb pw pb pw || 
6| -w -b -w -b -w nb -w -b || 
5| -b pw -b -w -b -w -b -w || 
4| -w -b -w -b -w -b -w -b || 
3| -b -w -b -w -b Nw Pb -w || 
2| Pw Pb Pw Pb Pw Pb -w Pb || 
1| Rb Nw Bb Qw Kb Bw -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"59","A05","Flank openings","Reti","King's Indian attack","1. Nf3 Nf6 2. g3 g6","g6","rnbqkb1r/pppppppp/5n2/8/8/5NP1/PPPPPP1P/RNBQKB1R b KQkq - 0 2","2.  ... g6","tl -- -- -- -- -- -- -- -- tr 
8| rw nb bw qb kw bb -w rb || 
7| pb pw pb pw pb pw -b pw || 
6| -w -b -w -b -w nb pw -b || 
5| -b -w -b -w -b -w -b -w || 
4| -w -b -w -b -w -b -w -b || 
3| -b -w -b -w -b Nw Pb -w || 
2| Pw Pb Pw Pb Pw Pb -w Pb || 
1| Rb Nw Bb Qw Kb Bw -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"60","A05","Flank openings","Reti","King's Indian attack, Reti-Smyslov Variation ","1. Nf3 Nf6 2. g3 g6 3. b4","b4","rnbqkb1r/pppppp1p/5np1/8/8/5NP1/PPPPPP1P/RNBQKB1R w KQkq - 0 3","3. b4 ... ","tl -- -- -- -- -- -- -- -- tr 
8| rw nb bw qb kw bb -w rb || 
7| pb pw pb pw pb pw -b pw || 
6| -w -b -w -b -w nb pw -b || 
5| -b -w -b -w -b -w -b -w || 
4| -w Pb -w -b -w -b -w -b || 
3| -b -w -b -w -b Nw Pb -w || 
2| Pw -b Pw Pb Pw Pb -w Pb || 
1| Rb Nw Bb Qw Kb Bw -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"61","A06","Flank openings","Reti Opening","?","1. Nf3 d5","d5","rnbqkbnr/pppppppp/8/8/8/5N2/PPPPPPPP/RNBQKB1R b KQkq - 1 1","1.  ... d5","tl -- -- -- -- -- -- -- -- tr 
8| rw nb bw qb kw bb nw rb || 
7| pb pw pb -w pb pw pb pw || 
6| -w -b -w -b -w -b -w -b || 
5| -b -w -b pw -b -w -b -w || 
4| -w -b -w -b -w -b -w -b || 
3| -b -w -b -w -b Nw -b -w || 
2| Pw Pb Pw Pb Pw Pb Pw Pb || 
1| Rb Nw Bb Qw Kb Bw -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"62","A06","Flank openings","Reti","Old Indian attack","1. Nf3 d5 2. d3","d3","rnbqkbnr/ppp1pppp/8/3p4/8/5N2/PPPPPPPP/RNBQKB1R w KQkq - 0 2","2. d3 ... ","tl -- -- -- -- -- -- -- -- tr 
8| rw nb bw qb kw bb nw rb || 
7| pb pw pb -w pb pw pb pw || 
6| -w -b -w -b -w -b -w -b || 
5| -b -w -b pw -b -w -b -w || 
4| -w -b -w -b -w -b -w -b || 
3| -b -w -b Pw -b Nw -b -w || 
2| Pw Pb Pw -b Pw Pb Pw Pb || 
1| Rb Nw Bb Qw Kb Bw -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"63","A06","Flank openings","Santasiere's folly","?","1. Nf3 d5 2. b4","b4","rnbqkbnr/ppp1pppp/8/3p4/8/5N2/PPPPPPPP/RNBQKB1R w KQkq - 0 2","2. b4 ... ","tl -- -- -- -- -- -- -- -- tr 
8| rw nb bw qb kw bb nw rb || 
7| pb pw pb -w pb pw pb pw || 
6| -w -b -w -b -w -b -w -b || 
5| -b -w -b pw -b -w -b -w || 
4| -w Pb -w -b -w -b -w -b || 
3| -b -w -b -w -b Nw -b -w || 
2| Pw -b Pw Pb Pw Pb Pw Pb || 
1| Rb Nw Bb Qw Kb Bw -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"64","A06","Flank openings","Tennison (Lemberg, Zukertort) gambit","?","1. Nf3 d5 2. e4","e4","rnbqkbnr/ppp1pppp/8/3p4/8/5N2/PPPPPPPP/RNBQKB1R w KQkq - 0 2","2. e4 ... ","tl -- -- -- -- -- -- -- -- tr 
8| rw nb bw qb kw bb nw rb || 
7| pb pw pb -w pb pw pb pw || 
6| -w -b -w -b -w -b -w -b || 
5| -b -w -b pw -b -w -b -w || 
4| -w -b -w -b Pw -b -w -b || 
3| -b -w -b -w -b Nw -b -w || 
2| Pw Pb Pw Pb -w Pb Pw Pb || 
1| Rb Nw Bb Qw Kb Bw -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"65","A06","Flank openings","Reti","Nimzovich-Larsen attack","1. Nf3 d5 2. b3","b3","rnbqkbnr/ppp1pppp/8/3p4/8/5N2/PPPPPPPP/RNBQKB1R w KQkq - 0 2","2. b3 ... ","tl -- -- -- -- -- -- -- -- tr 
8| rw nb bw qb kw bb nw rb || 
7| pb pw pb -w pb pw pb pw || 
6| -w -b -w -b -w -b -w -b || 
5| -b -w -b pw -b -w -b -w || 
4| -w -b -w -b -w -b -w -b || 
3| -b Pw -b -w -b Nw -b -w || 
2| Pw -b Pw Pb Pw Pb Pw Pb || 
1| Rb Nw Bb Qw Kb Bw -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"66","A07","Flank openings","Reti","King's Indian attack (Barcza system)","1. Nf3 d5 2. g3","g3","rnbqkbnr/ppp1pppp/8/3p4/8/5N2/PPPPPPPP/RNBQKB1R w KQkq - 0 2","2. g3 ... ","tl -- -- -- -- -- -- -- -- tr 
8| rw nb bw qb kw bb nw rb || 
7| pb pw pb -w pb pw pb pw || 
6| -w -b -w -b -w -b -w -b || 
5| -b -w -b pw -b -w -b -w || 
4| -w -b -w -b -w -b -w -b || 
3| -b -w -b -w -b Nw Pb -w || 
2| Pw Pb Pw Pb Pw Pb -w Pb || 
1| Rb Nw Bb Qw Kb Bw -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"67","A07","Flank openings","Reti","King's Indian attack, Yugoslav Variation ","1. Nf3 d5 2. g3 Nf6 3. Bg2 c6 4. O-O Bg4","Bg4","rnbqkb1r/pp2pppp/2p2n2/3p4/8/5NP1/PPPPPPBP/RNBQ1RK1 b kq - 1 4","4.  ... Bg4","tl -- -- -- -- -- -- -- -- tr 
8| rw nb -w qb kw bb -w rb || 
7| pb pw -b -w pb pw pb pw || 
6| -w -b pw -b -w nb -w -b || 
5| -b -w -b pw -b -w -b -w || 
4| -w -b -w -b -w -b bw -b || 
3| -b -w -b -w -b Nw Pb -w || 
2| Pw Pb Pw Pb Pw Pb Bw Pb || 
1| Rb Nw Bb Qw -b Rw Kb -w || 
bl a- b- c- d- e- f- g- h- br 
"
"68","A07","Flank openings","Reti","King's Indian attack, Keres Variation ","1. Nf3 d5 2. g3 Bg4 3. Bg2 Nd7","Nd7","rn1qkbnr/ppp1pppp/8/3p4/6b1/5NP1/PPPPPPBP/RNBQK2R b KQkq - 2 3","3.  ... Nd7","tl -- -- -- -- -- -- -- -- tr 
8| rw -b -w qb kw bb nw rb || 
7| pb pw pb nw pb pw pb pw || 
6| -w -b -w -b -w -b -w -b || 
5| -b -w -b pw -b -w -b -w || 
4| -w -b -w -b -w -b bw -b || 
3| -b -w -b -w -b Nw Pb -w || 
2| Pw Pb Pw Pb Pw Pb Bw Pb || 
1| Rb Nw Bb Qw Kb -w -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"69","A07","Flank openings","Reti","King's Indian attack","1. Nf3 d5 2. g3 g6","g6","rnbqkbnr/ppp1pppp/8/3p4/8/5NP1/PPPPPP1P/RNBQKB1R b KQkq - 0 2","2.  ... g6","tl -- -- -- -- -- -- -- -- tr 
8| rw nb bw qb kw bb nw rb || 
7| pb pw pb -w pb pw -b pw || 
6| -w -b -w -b -w -b pw -b || 
5| -b -w -b pw -b -w -b -w || 
4| -w -b -w -b -w -b -w -b || 
3| -b -w -b -w -b Nw Pb -w || 
2| Pw Pb Pw Pb Pw Pb -w Pb || 
1| Rb Nw Bb Qw Kb Bw -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"70","A07","Flank openings","Reti","King's Indian attack, Pachman system","1. Nf3 d5 2. g3 g6 3. Bg2 Bg7 4. O-O e5 5. d3 Ne7","Ne7","rnbqk1nr/ppp2pbp/6p1/3pp3/8/3P1NP1/PPP1PPBP/RNBQ1RK1 b kq - 0 5","5.  ... Ne7","tl -- -- -- -- -- -- -- -- tr 
8| rw nb bw qb kw -b -w rb || 
7| pb pw pb -w nb pw bb pw || 
6| -w -b -w -b -w -b pw -b || 
5| -b -w -b pw pb -w -b -w || 
4| -w -b -w -b -w -b -w -b || 
3| -b -w -b Pw -b Nw Pb -w || 
2| Pw Pb Pw -b Pw Pb Bw Pb || 
1| Rb Nw Bb Qw -b Rw Kb -w || 
bl a- b- c- d- e- f- g- h- br 
"
"71","A07","Flank openings","Reti","King's Indian attack (with ...c5)","1. Nf3 d5 2. g3 c5","c5","rnbqkbnr/ppp1pppp/8/3p4/8/5NP1/PPPPPP1P/RNBQKB1R b KQkq - 0 2","2.  ... c5","tl -- -- -- -- -- -- -- -- tr 
8| rw nb bw qb kw bb nw rb || 
7| pb pw -b -w pb pw pb pw || 
6| -w -b -w -b -w -b -w -b || 
5| -b -w pb pw -b -w -b -w || 
4| -w -b -w -b -w -b -w -b || 
3| -b -w -b -w -b Nw Pb -w || 
2| Pw Pb Pw Pb Pw Pb -w Pb || 
1| Rb Nw Bb Qw Kb Bw -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"72","A08","Flank openings","Reti","King's Indian attack","1. Nf3 d5 2. g3 c5 3. Bg2","Bg2","rnbqkbnr/pp2pppp/8/2pp4/8/5NP1/PPPPPP1P/RNBQKB1R w KQkq - 0 3","3. Bg2 ... ","tl -- -- -- -- -- -- -- -- tr 
8| rw nb bw qb kw bb nw rb || 
7| pb pw -b -w pb pw pb pw || 
6| -w -b -w -b -w -b -w -b || 
5| -b -w pb pw -b -w -b -w || 
4| -w -b -w -b -w -b -w -b || 
3| -b -w -b -w -b Nw Pb -w || 
2| Pw Pb Pw Pb Pw Pb Bw Pb || 
1| Rb Nw Bb Qw Kb -w -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"73","A08","Flank openings","Reti","King's Indian attack, French Variation ","1. Nf3 d5 2. g3 c5 3. Bg2 Nc6 4. O-O e6 5. d3 Nf6 6. Nbd2 Be7 7. e4 O-O 8. Re1","Re1","r1bq1rk1/pp2bppp/2n1pn2/2pp4/4P3/3P1NP1/PPPN1PBP/R1BQ1RK1 w - - 1 8","8. Re1 ... ","tl -- -- -- -- -- -- -- -- tr 
8| rw -b bw qb -w rb kw -b || 
7| pb pw -b -w bb pw pb pw || 
6| -w -b nw -b pw nb -w -b || 
5| -b -w pb pw -b -w -b -w || 
4| -w -b -w -b Pw -b -w -b || 
3| -b -w -b Pw -b Nw Pb -w || 
2| Pw Pb Pw Nb -w Pb Bw Pb || 
1| Rb -w Bb Qw Rb -w Kb -w || 
bl a- b- c- d- e- f- g- h- br 
"
"74","A09","Flank openings","Reti Opening","?","1. Nf3 d5 2. c4","c4","rnbqkbnr/ppp1pppp/8/3p4/8/5N2/PPPPPPPP/RNBQKB1R w KQkq - 0 2","2. c4 ... ","tl -- -- -- -- -- -- -- -- tr 
8| rw nb bw qb kw bb nw rb || 
7| pb pw pb -w pb pw pb pw || 
6| -w -b -w -b -w -b -w -b || 
5| -b -w -b pw -b -w -b -w || 
4| -w -b Pw -b -w -b -w -b || 
3| -b -w -b -w -b Nw -b -w || 
2| Pw Pb -w Pb Pw Pb Pw Pb || 
1| Rb Nw Bb Qw Kb Bw -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"75","A09","Flank openings","Reti","Advance Variation ","1. Nf3 d5 2. c4 d4","d4","rnbqkbnr/ppp1pppp/8/3p4/2P5/5N2/PP1PPPPP/RNBQKB1R b KQkq - 0 2","2.  ... d4","tl -- -- -- -- -- -- -- -- tr 
8| rw nb bw qb kw bb nw rb || 
7| pb pw pb -w pb pw pb pw || 
6| -w -b -w -b -w -b -w -b || 
5| -b -w -b -w -b -w -b -w || 
4| -w -b Pw pb -w -b -w -b || 
3| -b -w -b -w -b Nw -b -w || 
2| Pw Pb -w Pb Pw Pb Pw Pb || 
1| Rb Nw Bb Qw Kb Bw -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"76","A09","Flank openings","Reti accepted","?","1. Nf3 d5 2. c4 dxc4","dxc4","rnbqkbnr/ppp1pppp/8/3p4/2P5/5N2/PP1PPPPP/RNBQKB1R b KQkq - 0 2","2.  ... dxc4","tl -- -- -- -- -- -- -- -- tr 
8| rw nb bw qb kw bb nw rb || 
7| pb pw pb -w pb pw pb pw || 
6| -w -b -w -b -w -b -w -b || 
5| -b -w -b -w -b -w -b -w || 
4| -w -b pw -b -w -b -w -b || 
3| -b -w -b -w -b Nw -b -w || 
2| Pw Pb -w Pb Pw Pb Pw Pb || 
1| Rb Nw Bb Qw Kb Bw -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"77","A09","Flank openings","Reti accepted","Keres Variation ","1. Nf3 d5 2. c4 dxc4 3. e3 Be6","Be6","rnbqkbnr/ppp1pppp/8/8/2p5/4PN2/PP1P1PPP/RNBQKB1R b KQkq - 0 3","3.  ... Be6","tl -- -- -- -- -- -- -- -- tr 
8| rw nb -w qb kw bb nw rb || 
7| pb pw pb -w pb pw pb pw || 
6| -w -b -w -b bw -b -w -b || 
5| -b -w -b -w -b -w -b -w || 
4| -w -b pw -b -w -b -w -b || 
3| -b -w -b -w Pb Nw -b -w || 
2| Pw Pb -w Pb -w Pb Pw Pb || 
1| Rb Nw Bb Qw Kb Bw -b Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"78","A10","Flank openings","English Opening","?","1. c4","c4","rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1","1. c4 ... ","tl -- -- -- -- -- -- -- -- tr 
8| rw nb bw qb kw bb nw rb || 
7| pb pw pb pw pb pw pb pw || 
6| -w -b -w -b -w -b -w -b || 
5| -b -w -b -w -b -w -b -w || 
4| -w -b Pw -b -w -b -w -b || 
3| -b -w -b -w -b -w -b -w || 
2| Pw Pb -w Pb Pw Pb Pw Pb || 
1| Rb Nw Bb Qw Kb Bw Nb Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"79","A10","Flank openings","English Opening","?","1. c4 g6","g6","rnbqkbnr/pppppppp/8/8/2P5/8/PP1PPPPP/RNBQKBNR b KQkq - 0 1","1.  ... g6","tl -- -- -- -- -- -- -- -- tr 
8| rw nb bw qb kw bb nw rb || 
7| pb pw pb pw pb pw -b pw || 
6| -w -b -w -b -w -b pw -b || 
5| -b -w -b -w -b -w -b -w || 
4| -w -b Pw -b -w -b -w -b || 
3| -b -w -b -w -b -w -b -w || 
2| Pw Pb -w Pb Pw Pb Pw Pb || 
1| Rb Nw Bb Qw Kb Bw Nb Rw || 
bl a- b- c- d- e- f- g- h- br 
"
"80","A10","Flank openings","English","Adorjan defense","1. c4 g6 2. e4 e5","e5","rnbqkbnr/pppppp1p/6p1/8/2P1P3/8/PP1P1PPP/RNBQKBNR b KQkq - 0 2","2.  ... e5","tl -- -- -- -- -- -- -- -- tr 
8| rw nb bw qb kw bb nw rb || 
7| pb pw pb pw -b pw -b pw || 
6| -w -b -w -b -w -b pw -b || 
5| -b -w -b -w pb -w -b -w || 
4| -w -b Pw -b Pw -b -w -b || 
3| -b -w -b -w -b -w -b -w || 
2| Pw Pb -w Pb -w Pb Pw Pb || 
1| Rb Nw Bb Qw Kb Bw Nb Rw || 
bl a- b- c- d- e- f- g- h- br 
"
